name,stat,value,value_normalized
Nidorino,attack,72,"37,22"
Nidoking,attack,102,"53,89"
Clefairy,attack,45,"22,22"
Clefable,attack,70,"36,11"
Vulpix,attack,41,"20,0"
Ninetales,attack,67,"34,44"
Jigglypuff,attack,45,"22,22"
Wigglytuff,attack,70,"36,11"
Zubat,attack,45,"22,22"
Golbat,attack,80,"41,67"
Oddish,attack,50,"25,0"
Gloom,attack,65,"33,33"
Vileplume,attack,80,"41,67"
Paras,attack,70,"36,11"
Parasect,attack,95,"50,0"
Venonat,attack,55,"27,78"
Venomoth,attack,65,"33,33"
Diglett,attack,55,"27,78"
Dugtrio,attack,100,"52,78"
Meowth,attack,35,"16,67"
Persian,attack,60,"30,56"
Psyduck,attack,52,"26,11"
Golduck,attack,82,"42,78"
Mankey,attack,80,"41,67"
Primeape,attack,105,"55,56"
Growlithe,attack,70,"36,11"
Arcanine,attack,110,"58,33"
Poliwag,attack,50,"25,0"
Poliwhirl,attack,65,"33,33"
Poliwrath,attack,95,"50,0"
Abra,attack,20,"8,33"
Kadabra,attack,35,"16,67"
Alakazam,attack,50,"25,0"
Machop,attack,80,"41,67"
Machoke,attack,100,"52,78"
Machamp,attack,130,"69,44"
Bellsprout,attack,75,"38,89"
Weepinbell,attack,90,"47,22"
Victreebel,attack,105,"55,56"
Tentacool,attack,40,"19,44"
Tentacruel,attack,70,"36,11"
Geodude,attack,80,"41,67"
Graveler,attack,95,"50,0"
Golem,attack,120,"63,89"
Ponyta,attack,85,"44,44"
Rapidash,attack,100,"52,78"
Slowpoke,attack,65,"33,33"
Slowbro,attack,75,"38,89"
Magnemite,attack,35,"16,67"
Magneton,attack,60,"30,56"
Farfetch'd,attack,90,"47,22"
Doduo,attack,85,"44,44"
Dodrio,attack,110,"58,33"
Seel,attack,45,"22,22"
Dewgong,attack,70,"36,11"
Grimer,attack,80,"41,67"
Muk,attack,105,"55,56"
Shellder,attack,65,"33,33"
Cloyster,attack,95,"50,0"
Gastly,attack,35,"16,67"
Haunter,attack,50,"25,0"
Gengar,attack,65,"33,33"
Onix,attack,45,"22,22"
Drowzee,attack,48,"23,89"
Hypno,attack,73,"37,78"
Krabby,attack,105,"55,56"
Kingler,attack,130,"69,44"
Voltorb,attack,30,"13,89"
Electrode,attack,50,"25,0"
Exeggcute,attack,40,"19,44"
Exeggutor,attack,105,"55,56"
Cubone,attack,50,"25,0"
Marowak,attack,80,"41,67"
Hitmonlee,attack,120,"63,89"
Hitmonchan,attack,105,"55,56"
Lickitung,attack,55,"27,78"
Koffing,attack,65,"33,33"
Weezing,attack,90,"47,22"
Rhyhorn,attack,85,"44,44"
Rhydon,attack,130,"69,44"
Chansey,attack,5,"0,0"
Tangela,attack,55,"27,78"
Kangaskhan,attack,125,"66,67"
Horsea,attack,40,"19,44"
Seadra,attack,65,"33,33"
Goldeen,attack,67,"34,44"
Seaking,attack,92,"48,33"
Staryu,attack,45,"22,22"
Starmie,attack,75,"38,89"
Mr. Mime,attack,45,"22,22"
Scyther,attack,110,"58,33"
Jynx,attack,50,"25,0"
Electabuzz,attack,83,"43,33"
Magmar,attack,95,"50,0"
Pinsir,attack,155,"83,33"
Tauros,attack,100,"52,78"
Magikarp,attack,10,"2,78"
Gyarados,attack,155,"83,33"
Lapras,attack,85,"44,44"
Ditto,attack,48,"23,89"
Eevee,attack,55,"27,78"
Vaporeon,attack,65,"33,33"
Jolteon,attack,65,"33,33"
Flareon,attack,130,"69,44"
Porygon,attack,60,"30,56"
Omanyte,attack,40,"19,44"
Omastar,attack,60,"30,56"
Kabuto,attack,80,"41,67"
Kabutops,attack,115,"61,11"
Aerodactyl,attack,135,"72,22"
Snorlax,attack,110,"58,33"
Articuno,attack,85,"44,44"
Zapdos,attack,90,"47,22"
Moltres,attack,100,"52,78"
Dratini,attack,64,"32,78"
Dragonair,attack,84,"43,89"
Dragonite,attack,134,"71,67"
Mewtwo,attack,150,"80,56"
Mew,attack,100,"52,78"
Chikorita,attack,49,"24,44"
Bayleef,attack,62,"31,67"
Meganium,attack,82,"42,78"
Cyndaquil,attack,52,"26,11"
Quilava,attack,64,"32,78"
Typhlosion,attack,84,"43,89"
Totodile,attack,65,"33,33"
Croconaw,attack,80,"41,67"
Feraligatr,attack,105,"55,56"
Sentret,attack,46,"22,78"
Furret,attack,76,"39,44"
Hoothoot,attack,30,"13,89"
Noctowl,attack,50,"25,0"
Ledyba,attack,20,"8,33"
Ledian,attack,35,"16,67"
Spinarak,attack,60,"30,56"
Ariados,attack,90,"47,22"
Crobat,attack,90,"47,22"
Chinchou,attack,38,"18,33"
Lanturn,attack,58,"29,44"
Pichu,attack,40,"19,44"
Cleffa,attack,25,"11,11"
Igglybuff,attack,30,"13,89"
Togepi,attack,20,"8,33"
Togetic,attack,40,"19,44"
Natu,attack,50,"25,0"
Xatu,attack,75,"38,89"
Mareep,attack,40,"19,44"
Flaaffy,attack,55,"27,78"
Ampharos,attack,95,"50,0"
Bellossom,attack,80,"41,67"
Marill,attack,20,"8,33"
Azumarill,attack,50,"25,0"
Sudowoodo,attack,100,"52,78"
Politoed,attack,75,"38,89"
Hoppip,attack,35,"16,67"
Skiploom,attack,45,"22,22"
Jumpluff,attack,55,"27,78"
Aipom,attack,70,"36,11"
Sunkern,attack,30,"13,89"
Sunflora,attack,75,"38,89"
Yanma,attack,65,"33,33"
Wooper,attack,45,"22,22"
Quagsire,attack,85,"44,44"
Espeon,attack,65,"33,33"
Umbreon,attack,65,"33,33"
Murkrow,attack,85,"44,44"
Slowking,attack,75,"38,89"
Misdreavus,attack,60,"30,56"
Unown,attack,72,"37,22"
Wobbuffet,attack,33,"15,56"
Girafarig,attack,80,"41,67"
Pineco,attack,65,"33,33"
Forretress,attack,90,"47,22"
Dunsparce,attack,70,"36,11"
Gligar,attack,75,"38,89"
Steelix,attack,125,"66,67"
Snubbull,attack,80,"41,67"
Granbull,attack,120,"63,89"
Qwilfish,attack,95,"50,0"
Scizor,attack,150,"80,56"
Shuckle,attack,10,"2,78"
Heracross,attack,185,"100,0"
Sneasel,attack,95,"50,0"
Teddiursa,attack,80,"41,67"
Ursaring,attack,130,"69,44"
Slugma,attack,40,"19,44"
Magcargo,attack,50,"25,0"
Swinub,attack,50,"25,0"
Piloswine,attack,100,"52,78"
Corsola,attack,55,"27,78"
Remoraid,attack,65,"33,33"
Octillery,attack,105,"55,56"
Delibird,attack,55,"27,78"
Mantine,attack,40,"19,44"
Skarmory,attack,80,"41,67"
Houndour,attack,60,"30,56"
Houndoom,attack,90,"47,22"
Kingdra,attack,95,"50,0"
Phanpy,attack,60,"30,56"
Donphan,attack,120,"63,89"
Porygon2,attack,80,"41,67"
Stantler,attack,95,"50,0"
Smeargle,attack,20,"8,33"
Tyrogue,attack,35,"16,67"
Hitmontop,attack,95,"50,0"
Smoochum,attack,30,"13,89"
Elekid,attack,63,"32,22"
Magby,attack,75,"38,89"
Miltank,attack,80,"41,67"
Blissey,attack,10,"2,78"
Raikou,attack,85,"44,44"
Entei,attack,115,"61,11"
Suicune,attack,75,"38,89"
Larvitar,attack,64,"32,78"
Pupitar,attack,84,"43,89"
Tyranitar,attack,164,"88,33"
Lugia,attack,90,"47,22"
Ho-Oh,attack,130,"69,44"
Celebi,attack,100,"52,78"
Treecko,attack,45,"22,22"
Grovyle,attack,65,"33,33"
Sceptile,attack,110,"58,33"
Torchic,attack,60,"30,56"
Combusken,attack,85,"44,44"
Blaziken,attack,160,"86,11"
Mudkip,attack,70,"36,11"
Marshtomp,attack,85,"44,44"
Swampert,attack,150,"80,56"
Poochyena,attack,55,"27,78"
Mightyena,attack,90,"47,22"
Zigzagoon,attack,30,"13,89"
Linoone,attack,70,"36,11"
Wurmple,attack,45,"22,22"
Silcoon,attack,35,"16,67"
Beautifly,attack,70,"36,11"
Cascoon,attack,35,"16,67"
Dustox,attack,50,"25,0"
Lotad,attack,30,"13,89"
Lombre,attack,50,"25,0"
Ludicolo,attack,70,"36,11"
Seedot,attack,40,"19,44"
Nuzleaf,attack,70,"36,11"
Shiftry,attack,100,"52,78"
Taillow,attack,55,"27,78"
Swellow,attack,85,"44,44"
Wingull,attack,30,"13,89"
Pelipper,attack,50,"25,0"
Ralts,attack,25,"11,11"
Kirlia,attack,35,"16,67"
Gardevoir,attack,85,"44,44"
Surskit,attack,30,"13,89"
Masquerain,attack,60,"30,56"
Shroomish,attack,40,"19,44"
Breloom,attack,130,"69,44"
Slakoth,attack,60,"30,56"
Vigoroth,attack,80,"41,67"
Slaking,attack,160,"86,11"
Nincada,attack,45,"22,22"
Ninjask,attack,90,"47,22"
Shedinja,attack,90,"47,22"
Whismur,attack,51,"25,56"
Loudred,attack,71,"36,67"
Exploud,attack,91,"47,78"
Makuhita,attack,60,"30,56"
Hariyama,attack,120,"63,89"
Azurill,attack,20,"8,33"
Nosepass,attack,45,"22,22"
Skitty,attack,45,"22,22"
Delcatty,attack,65,"33,33"
Sableye,attack,85,"44,44"
Mawile,attack,105,"55,56"
Aron,attack,70,"36,11"
Lairon,attack,90,"47,22"
Aggron,attack,140,"75,0"
Meditite,attack,40,"19,44"
Medicham,attack,100,"52,78"
Electrike,attack,45,"22,22"
Manectric,attack,75,"38,89"
Plusle,attack,50,"25,0"
Minun,attack,40,"19,44"
Volbeat,attack,73,"37,78"
Illumise,attack,47,"23,33"
Roselia,attack,60,"30,56"
Gulpin,attack,43,"21,11"
Swalot,attack,73,"37,78"
Carvanha,attack,90,"47,22"
Sharpedo,attack,140,"75,0"
Wailmer,attack,70,"36,11"
Wailord,attack,90,"47,22"
Numel,attack,60,"30,56"
Camerupt,attack,120,"63,89"
Torkoal,attack,85,"44,44"
Spoink,attack,25,"11,11"
Grumpig,attack,45,"22,22"
Spinda,attack,60,"30,56"
Trapinch,attack,100,"52,78"
Vibrava,attack,70,"36,11"
Flygon,attack,100,"52,78"
Cacnea,attack,85,"44,44"
Cacturne,attack,115,"61,11"
Swablu,attack,40,"19,44"
Altaria,attack,110,"58,33"
Zangoose,attack,115,"61,11"
Seviper,attack,100,"52,78"
Lunatone,attack,55,"27,78"
Solrock,attack,95,"50,0"
Barboach,attack,48,"23,89"
Whiscash,attack,78,"40,56"
Corphish,attack,80,"41,67"
Crawdaunt,attack,120,"63,89"
Baltoy,attack,40,"19,44"
Claydol,attack,70,"36,11"
Lileep,attack,41,"20,0"
Cradily,attack,81,"42,22"
Anorith,attack,95,"50,0"
Armaldo,attack,125,"66,67"
Feebas,attack,15,"5,56"
Milotic,attack,60,"30,56"
Castform,attack,70,"36,11"
Kecleon,attack,90,"47,22"
Shuppet,attack,75,"38,89"
Banette,attack,165,"88,89"
Duskull,attack,40,"19,44"
Dusclops,attack,70,"36,11"
Tropius,attack,68,"35,0"
Chimecho,attack,50,"25,0"
Absol,attack,150,"80,56"
Wynaut,attack,23,"10,0"
Snorunt,attack,50,"25,0"
Glalie,attack,120,"63,89"
Spheal,attack,40,"19,44"
Sealeo,attack,60,"30,56"
Walrein,attack,80,"41,67"
Clamperl,attack,64,"32,78"
Huntail,attack,104,"55,0"
Gorebyss,attack,84,"43,89"
Relicanth,attack,90,"47,22"
Luvdisc,attack,30,"13,89"
Bagon,attack,75,"38,89"
Shelgon,attack,95,"50,0"
Salamence,attack,145,"77,78"
Beldum,attack,55,"27,78"
Metang,attack,75,"38,89"
Metagross,attack,145,"77,78"
Regirock,attack,100,"52,78"
Regice,attack,50,"25,0"
Registeel,attack,75,"38,89"
Latias,attack,100,"52,78"
Latios,attack,130,"69,44"
Kyogre,attack,150,"80,56"
Groudon,attack,180,"97,22"
Rayquaza,attack,180,"97,22"
Jirachi,attack,100,"52,78"
Deoxys,attack,95,"50,0"
Turtwig,attack,68,"35,0"
Grotle,attack,89,"46,67"
Torterra,attack,109,"57,78"
Chimchar,attack,58,"29,44"
Monferno,attack,78,"40,56"
Infernape,attack,104,"55,0"
Piplup,attack,51,"25,56"
Prinplup,attack,66,"33,89"
Empoleon,attack,86,"45,0"
Starly,attack,55,"27,78"
Staravia,attack,75,"38,89"
Staraptor,attack,120,"63,89"
Bidoof,attack,45,"22,22"
Bibarel,attack,85,"44,44"
Kricketot,attack,25,"11,11"
Kricketune,attack,85,"44,44"
Shinx,attack,65,"33,33"
Luxio,attack,85,"44,44"
Luxray,attack,120,"63,89"
Budew,attack,30,"13,89"
Roserade,attack,70,"36,11"
Cranidos,attack,125,"66,67"
Rampardos,attack,165,"88,89"
Shieldon,attack,42,"20,56"
Bastiodon,attack,52,"26,11"
Burmy,attack,29,"13,33"
Wormadam,attack,69,"35,56"
Mothim,attack,94,"49,44"
Combee,attack,30,"13,89"
Vespiquen,attack,80,"41,67"
Pachirisu,attack,45,"22,22"
Buizel,attack,65,"33,33"
Floatzel,attack,105,"55,56"
Cherubi,attack,35,"16,67"
Cherrim,attack,60,"30,56"
Shellos,attack,48,"23,89"
Gastrodon,attack,83,"43,33"
Ambipom,attack,100,"52,78"
Drifloon,attack,50,"25,0"
Drifblim,attack,80,"41,67"
Buneary,attack,66,"33,89"
Lopunny,attack,136,"72,78"
Mismagius,attack,60,"30,56"
Honchkrow,attack,125,"66,67"
Glameow,attack,55,"27,78"
Purugly,attack,82,"42,78"
Chingling,attack,30,"13,89"
Stunky,attack,63,"32,22"
Skuntank,attack,93,"48,89"
Bronzor,attack,24,"10,56"
Bronzong,attack,89,"46,67"
Bonsly,attack,80,"41,67"
Mime Jr.,attack,25,"11,11"
Happiny,attack,5,"0,0"
Chatot,attack,65,"33,33"
Spiritomb,attack,92,"48,33"
Gible,attack,70,"36,11"
Gabite,attack,90,"47,22"
Garchomp,attack,170,"91,67"
Munchlax,attack,85,"44,44"
Riolu,attack,70,"36,11"
Lucario,attack,145,"77,78"
Hippopotas,attack,72,"37,22"
Hippowdon,attack,112,"59,44"
Skorupi,attack,50,"25,0"
Drapion,attack,90,"47,22"
Croagunk,attack,61,"31,11"
Toxicroak,attack,106,"56,11"
Carnivine,attack,100,"52,78"
Finneon,attack,49,"24,44"
Lumineon,attack,69,"35,56"
Mantyke,attack,20,"8,33"
Snover,attack,62,"31,67"
Abomasnow,attack,132,"70,56"
Weavile,attack,120,"63,89"
Magnezone,attack,70,"36,11"
Lickilicky,attack,85,"44,44"
Rhyperior,attack,140,"75,0"
Tangrowth,attack,100,"52,78"
Electivire,attack,123,"65,56"
Magmortar,attack,95,"50,0"
Togekiss,attack,50,"25,0"
Yanmega,attack,76,"39,44"
Leafeon,attack,110,"58,33"
Glaceon,attack,60,"30,56"
Gliscor,attack,95,"50,0"
Mamoswine,attack,130,"69,44"
Porygon-Z,attack,80,"41,67"
Gallade,attack,165,"88,89"
Probopass,attack,55,"27,78"
Dusknoir,attack,100,"52,78"
Froslass,attack,80,"41,67"
Rotom,attack,65,"33,33"
Uxie,attack,75,"38,89"
Mesprit,attack,105,"55,56"
Azelf,attack,125,"66,67"
Dialga,attack,120,"63,89"
Palkia,attack,120,"63,89"
Heatran,attack,90,"47,22"
Regigigas,attack,160,"86,11"
Giratina,attack,120,"63,89"
Cresselia,attack,70,"36,11"
Phione,attack,80,"41,67"
Manaphy,attack,100,"52,78"
Darkrai,attack,90,"47,22"
Shaymin,attack,103,"54,44"
Arceus,attack,120,"63,89"
Victini,attack,100,"52,78"
Snivy,attack,45,"22,22"
Servine,attack,60,"30,56"
Serperior,attack,75,"38,89"
Tepig,attack,63,"32,22"
Pignite,attack,93,"48,89"
Emboar,attack,123,"65,56"
Oshawott,attack,55,"27,78"
Dewott,attack,75,"38,89"
Samurott,attack,100,"52,78"
Patrat,attack,55,"27,78"
Watchog,attack,85,"44,44"
Lillipup,attack,60,"30,56"
Herdier,attack,80,"41,67"
Stoutland,attack,110,"58,33"
Purrloin,attack,50,"25,0"
Liepard,attack,88,"46,11"
Pansage,attack,53,"26,67"
Simisage,attack,98,"51,67"
Pansear,attack,53,"26,67"
Simisear,attack,98,"51,67"
Panpour,attack,53,"26,67"
Simipour,attack,98,"51,67"
Munna,attack,25,"11,11"
Musharna,attack,55,"27,78"
Pidove,attack,55,"27,78"
Tranquill,attack,77,"40,0"
Unfezant,attack,115,"61,11"
Blitzle,attack,60,"30,56"
Zebstrika,attack,100,"52,78"
Roggenrola,attack,75,"38,89"
Boldore,attack,105,"55,56"
Gigalith,attack,135,"72,22"
Woobat,attack,45,"22,22"
Swoobat,attack,57,"28,89"
Drilbur,attack,85,"44,44"
Excadrill,attack,135,"72,22"
Audino,attack,60,"30,56"
Timburr,attack,80,"41,67"
Gurdurr,attack,105,"55,56"
Conkeldurr,attack,140,"75,0"
Tympole,attack,50,"25,0"
Palpitoad,attack,65,"33,33"
Seismitoad,attack,95,"50,0"
Throh,attack,100,"52,78"
Sawk,attack,125,"66,67"
Sewaddle,attack,53,"26,67"
Swadloon,attack,63,"32,22"
Leavanny,attack,103,"54,44"
Venipede,attack,45,"22,22"
Whirlipede,attack,55,"27,78"
Scolipede,attack,100,"52,78"
Cottonee,attack,27,"12,22"
Whimsicott,attack,67,"34,44"
Petilil,attack,35,"16,67"
Lilligant,attack,60,"30,56"
Basculin,attack,92,"48,33"
Sandile,attack,72,"37,22"
Krokorok,attack,82,"42,78"
Krookodile,attack,117,"62,22"
Darumaka,attack,90,"47,22"
Darmanitan,attack,30,"13,89"
Maractus,attack,86,"45,0"
Dwebble,attack,65,"33,33"
Crustle,attack,105,"55,56"
Scraggy,attack,75,"38,89"
Scrafty,attack,90,"47,22"
Sigilyph,attack,58,"29,44"
Yamask,attack,30,"13,89"
Cofagrigus,attack,50,"25,0"
Tirtouga,attack,78,"40,56"
Carracosta,attack,108,"57,22"
Archen,attack,112,"59,44"
Archeops,attack,140,"75,0"
Trubbish,attack,50,"25,0"
Garbodor,attack,95,"50,0"
Zorua,attack,65,"33,33"
Zoroark,attack,105,"55,56"
Minccino,attack,50,"25,0"
Cinccino,attack,95,"50,0"
Gothita,attack,30,"13,89"
Gothorita,attack,45,"22,22"
Gothitelle,attack,55,"27,78"
Solosis,attack,30,"13,89"
Duosion,attack,40,"19,44"
Reuniclus,attack,65,"33,33"
Ducklett,attack,44,"21,67"
Swanna,attack,87,"45,56"
Vanillite,attack,50,"25,0"
Vanillish,attack,65,"33,33"
Vanilluxe,attack,95,"50,0"
Deerling,attack,60,"30,56"
Sawsbuck,attack,100,"52,78"
Emolga,attack,75,"38,89"
Karrablast,attack,75,"38,89"
Escavalier,attack,135,"72,22"
Foongus,attack,55,"27,78"
Amoonguss,attack,85,"44,44"
Frillish,attack,40,"19,44"
Jellicent,attack,60,"30,56"
Alomomola,attack,75,"38,89"
Joltik,attack,47,"23,33"
Galvantula,attack,77,"40,0"
Ferroseed,attack,50,"25,0"
Ferrothorn,attack,94,"49,44"
Klink,attack,55,"27,78"
Klang,attack,80,"41,67"
Klinklang,attack,100,"52,78"
Tynamo,attack,55,"27,78"
Eelektrik,attack,85,"44,44"
Eelektross,attack,115,"61,11"
Elgyem,attack,55,"27,78"
Beheeyem,attack,75,"38,89"
Litwick,attack,30,"13,89"
Lampent,attack,40,"19,44"
Chandelure,attack,55,"27,78"
Axew,attack,87,"45,56"
Fraxure,attack,117,"62,22"
Haxorus,attack,147,"78,89"
Cubchoo,attack,70,"36,11"
Beartic,attack,130,"69,44"
Cryogonal,attack,50,"25,0"
Shelmet,attack,40,"19,44"
Accelgor,attack,70,"36,11"
Stunfisk,attack,66,"33,89"
Mienfoo,attack,85,"44,44"
Mienshao,attack,125,"66,67"
Druddigon,attack,120,"63,89"
Golett,attack,74,"38,33"
Golurk,attack,124,"66,11"
Pawniard,attack,85,"44,44"
Bisharp,attack,125,"66,67"
Bouffalant,attack,110,"58,33"
Rufflet,attack,83,"43,33"
Braviary,attack,123,"65,56"
Vullaby,attack,55,"27,78"
Mandibuzz,attack,65,"33,33"
Heatmor,attack,97,"51,11"
Durant,attack,109,"57,78"
Deino,attack,65,"33,33"
Zweilous,attack,85,"44,44"
Hydreigon,attack,105,"55,56"
Larvesta,attack,85,"44,44"
Volcarona,attack,60,"30,56"
Cobalion,attack,90,"47,22"
Terrakion,attack,129,"68,89"
Virizion,attack,90,"47,22"
Tornadus,attack,100,"52,78"
Thundurus,attack,105,"55,56"
Reshiram,attack,120,"63,89"
Zekrom,attack,150,"80,56"
Landorus,attack,145,"77,78"
Kyurem,attack,120,"63,89"
Keldeo,attack,72,"37,22"
Meloetta,attack,128,"68,33"
Genesect,attack,120,"63,89"
Chespin,attack,61,"31,11"
Quilladin,attack,78,"40,56"
Chesnaught,attack,107,"56,67"
Fennekin,attack,45,"22,22"
Braixen,attack,59,"30,0"
Delphox,attack,69,"35,56"
Froakie,attack,56,"28,33"
Frogadier,attack,63,"32,22"
Greninja,attack,145,"77,78"
Bunnelby,attack,36,"17,22"
Diggersby,attack,56,"28,33"
Fletchling,attack,50,"25,0"
Fletchinder,attack,73,"37,78"
Talonflame,attack,81,"42,22"
Scatterbug,attack,35,"16,67"
Spewpa,attack,22,"9,44"
Vivillon,attack,52,"26,11"
Litleo,attack,50,"25,0"
Pyroar,attack,68,"35,0"
Flabébé,attack,38,"18,33"
Floette,attack,65,"33,33"
Florges,attack,65,"33,33"
Skiddo,attack,65,"33,33"
Gogoat,attack,100,"52,78"
Pancham,attack,82,"42,78"
Pangoro,attack,124,"66,11"
Furfrou,attack,80,"41,67"
Espurr,attack,48,"23,89"
Meowstic,attack,48,"23,89"
Honedge,attack,80,"41,67"
Doublade,attack,110,"58,33"
Aegislash,attack,150,"80,56"
Spritzee,attack,52,"26,11"
Aromatisse,attack,72,"37,22"
Swirlix,attack,48,"23,89"
Slurpuff,attack,80,"41,67"
Inkay,attack,54,"27,22"
Malamar,attack,92,"48,33"
Binacle,attack,52,"26,11"
Barbaracle,attack,105,"55,56"
Skrelp,attack,60,"30,56"
Dragalge,attack,75,"38,89"
Clauncher,attack,53,"26,67"
Clawitzer,attack,73,"37,78"
Helioptile,attack,38,"18,33"
Heliolisk,attack,55,"27,78"
Tyrunt,attack,89,"46,67"
Tyrantrum,attack,121,"64,44"
Amaura,attack,59,"30,0"
Aurorus,attack,77,"40,0"
Sylveon,attack,65,"33,33"
Hawlucha,attack,92,"48,33"
Dedenne,attack,58,"29,44"
Carbink,attack,50,"25,0"
Goomy,attack,50,"25,0"
Sliggoo,attack,75,"38,89"
Goodra,attack,100,"52,78"
Klefki,attack,80,"41,67"
Phantump,attack,70,"36,11"
Trevenant,attack,110,"58,33"
Pumpkaboo,attack,66,"33,89"
Gourgeist,attack,100,"52,78"
Bergmite,attack,69,"35,56"
Avalugg,attack,117,"62,22"
Noibat,attack,30,"13,89"
Noivern,attack,70,"36,11"
Xerneas,attack,131,"70,0"
Yveltal,attack,131,"70,0"
Zygarde,attack,100,"52,78"
Diancie,attack,160,"86,11"
Hoopa,attack,160,"86,11"
Volcanion,attack,110,"58,33"
Rowlet,attack,55,"27,78"
Dartrix,attack,75,"38,89"
Decidueye,attack,107,"56,67"
Litten,attack,65,"33,33"
Torracat,attack,85,"44,44"
Incineroar,attack,115,"61,11"
Popplio,attack,54,"27,22"
Brionne,attack,69,"35,56"
Primarina,attack,74,"38,33"
Pikipek,attack,75,"38,89"
Trumbeak,attack,85,"44,44"
Toucannon,attack,120,"63,89"
Yungoos,attack,70,"36,11"
Gumshoos,attack,110,"58,33"
Grubbin,attack,62,"31,67"
Charjabug,attack,82,"42,78"
Vikavolt,attack,70,"36,11"
Crabrawler,attack,82,"42,78"
Crabominable,attack,132,"70,56"
Oricorio,attack,70,"36,11"
Cutiefly,attack,45,"22,22"
Ribombee,attack,55,"27,78"
Rockruff,attack,65,"33,33"
Lycanroc,attack,115,"61,11"
Wishiwashi,attack,140,"75,0"
Mareanie,attack,53,"26,67"
Toxapex,attack,63,"32,22"
Mudbray,attack,100,"52,78"
Mudsdale,attack,125,"66,67"
Dewpider,attack,40,"19,44"
Araquanid,attack,70,"36,11"
Fomantis,attack,55,"27,78"
Lurantis,attack,105,"55,56"
Morelull,attack,35,"16,67"
Shiinotic,attack,45,"22,22"
Salandit,attack,44,"21,67"
Salazzle,attack,64,"32,78"
Stufful,attack,75,"38,89"
Bewear,attack,125,"66,67"
Bounsweet,attack,30,"13,89"
Steenee,attack,40,"19,44"
Tsareena,attack,120,"63,89"
Comfey,attack,52,"26,11"
Oranguru,attack,60,"30,56"
Passimian,attack,120,"63,89"
Wimpod,attack,35,"16,67"
Golisopod,attack,125,"66,67"
Sandygast,attack,55,"27,78"
Palossand,attack,75,"38,89"
Pyukumuku,attack,60,"30,56"
Type: Null,attack,95,"50,0"
Silvally,attack,95,"50,0"
Minior,attack,100,"52,78"
Komala,attack,115,"61,11"
Turtonator,attack,78,"40,56"
Togedemaru,attack,98,"51,67"
Mimikyu,attack,90,"47,22"
Bruxish,attack,105,"55,56"
Drampa,attack,60,"30,56"
Dhelmise,attack,131,"70,0"
Jangmo-o,attack,55,"27,78"
Hakamo-o,attack,75,"38,89"
Kommo-o,attack,110,"58,33"
Tapu Koko,attack,115,"61,11"
Tapu Lele,attack,85,"44,44"
Tapu Bulu,attack,130,"69,44"
Tapu Fini,attack,75,"38,89"
Cosmog,attack,29,"13,33"
Cosmoem,attack,29,"13,33"
Solgaleo,attack,137,"73,33"
Lunala,attack,113,"60,0"
Nihilego,attack,53,"26,67"
Buzzwole,attack,139,"74,44"
Pheromosa,attack,137,"73,33"
Xurkitree,attack,89,"46,67"
Celesteela,attack,101,"53,33"
Kartana,attack,181,"97,78"
Guzzlord,attack,101,"53,33"
Necrozma,attack,107,"56,67"
Magearna,attack,95,"50,0"
Bulbasaur,defense,49,"19,56"
Ivysaur,defense,63,"25,78"
Venusaur,defense,123,"52,44"
Charmander,defense,43,"16,89"
Charmeleon,defense,58,"23,56"
Charizard,defense,78,"32,44"
Squirtle,defense,65,"26,67"
Wartortle,defense,80,"33,33"
Blastoise,defense,120,"51,11"
Caterpie,defense,35,"13,33"
Metapod,defense,55,"22,22"
Butterfree,defense,50,"20,0"
Weedle,defense,30,"11,11"
Kakuna,defense,50,"20,0"
Beedrill,defense,40,"15,56"
Pidgey,defense,40,"15,56"
Pidgeotto,defense,55,"22,22"
Pidgeot,defense,80,"33,33"
Rattata,defense,35,"13,33"
Raticate,defense,70,"28,89"
Spearow,defense,30,"11,11"
Fearow,defense,65,"26,67"
Ekans,defense,44,"17,33"
Arbok,defense,69,"28,44"
Pikachu,defense,40,"15,56"
Raichu,defense,50,"20,0"
Sandshrew,defense,90,"37,78"
Sandslash,defense,120,"51,11"
Nidoran♀,defense,52,"20,89"
Nidorina,defense,67,"27,56"
Nidoqueen,defense,87,"36,44"
Nidoran♂,defense,40,"15,56"
Nidorino,defense,57,"23,11"
Nidoking,defense,77,"32,0"
Clefairy,defense,48,"19,11"
Clefable,defense,73,"30,22"
Vulpix,defense,40,"15,56"
Ninetales,defense,75,"31,11"
Jigglypuff,defense,20,"6,67"
Wigglytuff,defense,45,"17,78"
Zubat,defense,35,"13,33"
Golbat,defense,70,"28,89"
Oddish,defense,55,"22,22"
Gloom,defense,70,"28,89"
Vileplume,defense,85,"35,56"
Paras,defense,55,"22,22"
Parasect,defense,80,"33,33"
Venonat,defense,50,"20,0"
Venomoth,defense,60,"24,44"
Diglett,defense,30,"11,11"
Dugtrio,defense,60,"24,44"
Meowth,defense,35,"13,33"
Persian,defense,60,"24,44"
Psyduck,defense,48,"19,11"
Golduck,defense,78,"32,44"
Mankey,defense,35,"13,33"
Primeape,defense,60,"24,44"
Growlithe,defense,45,"17,78"
Arcanine,defense,80,"33,33"
Poliwag,defense,40,"15,56"
Poliwhirl,defense,65,"26,67"
Poliwrath,defense,95,"40,0"
Abra,defense,15,"4,44"
Kadabra,defense,30,"11,11"
Alakazam,defense,65,"26,67"
Machop,defense,50,"20,0"
